C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_06_252.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_06_252.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_06_252.jpg, 0, 0, 0, 8.099328E-05
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_06_354.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_06_354.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_06_354.jpg, 0, 0, 0, 7.890168E-05
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_06_455.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_06_455.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_06_455.jpg, 0, 0, 0, 7.938911E-05
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_06_560.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_06_560.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_06_560.jpg, 0, 0, 0, 8.202298E-05
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_06_663.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_06_663.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_06_663.jpg, 0, 0, 0, 7.796613E-05
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_06_765.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_06_765.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_06_765.jpg, 0, 0, 0, 8.238339E-05
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_06_870.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_06_870.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_06_870.jpg, 0, 0, 0, 7.909116E-05
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_06_972.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_06_972.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_06_972.jpg, 0, 0.0594234, 0, 0.02480089
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_07_076.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_07_076.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_07_076.jpg, 0, 0.3680445, 0, 0.2785591
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_07_176.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_07_176.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_07_176.jpg, 0, 0.6666632, 0, 0.8733153
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_07_278.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_07_278.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_07_278.jpg, -0.0501849, 1, 0, 2.071694
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_07_381.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_07_381.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_07_381.jpg, -0.359055, 1, 0, 3.178427
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_07_484.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_07_484.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_07_484.jpg, -0.06506845, 1, 0, 4.348465
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_07_588.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_07_588.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_07_588.jpg, 0, 1, 0, 5.508606
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_07_689.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_07_689.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_07_689.jpg, -0.1075716, 1, 0, 6.657703
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_07_791.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_07_791.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_07_791.jpg, -0.2235384, 1, 0, 7.776411
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_07_892.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_07_892.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_07_892.jpg, 0, 1, 0, 8.902468
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_07_995.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_07_995.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_07_995.jpg, -0.0744003, 1, 0, 10.01903
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_08_100.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_08_100.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_08_100.jpg, -0.1327677, 1, 0, 11.32398
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_08_204.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_08_204.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_08_204.jpg, -0.1331877, 1, 0, 12.47266
C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\center_2020_09_19_13_10_08_304.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\left_2020_09_19_13_10_08_304.jpg, C:\Users\saipr\OneDrive\Documents\Vyas\simulator-windows-64\Data\IMG\right_2020_09_19_13_10_08_304.jpg, -0.1230183, 1, 0, 13.33546
